Cycle: 5  NKG2A  32 nM_X	Cycle: 5  NKG2A  32 nM_Y	Fitted Cycle: 5  NKG2A  32 nM_X	Fitted Cycle: 5  NKG2A  32 nM_Y	Cycle: 6  NKG2A  16 nM_X	Cycle: 6  NKG2A  16 nM_Y	Fitted Cycle: 6  NKG2A  16 nM_X	Fitted Cycle: 6  NKG2A  16 nM_Y	Cycle: 7  NKG2A  8 nM_X	Cycle: 7  NKG2A  8 nM_Y	Fitted Cycle: 7  NKG2A  8 nM_X	Fitted Cycle: 7  NKG2A  8 nM_Y	Cycle: 8  NKG2A  4 nM_X	Cycle: 8  NKG2A  4 nM_Y	Fitted Cycle: 8  NKG2A  4 nM_X	Fitted Cycle: 8  NKG2A  4 nM_Y	Cycle: 9  NKG2A  2 nM_X	Cycle: 9  NKG2A  2 nM_Y	Fitted Cycle: 9  NKG2A  2 nM_X	Fitted Cycle: 9  NKG2A  2 nM_Y	Cycle: 10  NKG2A  8 nM_X	Cycle: 10  NKG2A  8 nM_Y	Fitted Cycle: 10  NKG2A  8 nM_X	Fitted Cycle: 10  NKG2A  8 nM_Y
646.04	-0.0552144	646.04	2.71365e-3	646.04	9.48286e-3	646.04	1.51424e-3	646.04	-0.0538716	646.04	8.06759e-4	646.04	6.55115e-3	646.04	4.16489e-4	646.04	-0.0851216	646.04	2.11176e-4	646.04	-0.119914	646.04	8.06757e-4
646.14	-0.0493571	646.14	2.70716e-3	646.14	-2.84791e-4	646.14	1.51062e-3	646.14	-0.0538737	646.14	8.04829e-4	646.14	-3.21448e-3	646.14	4.15493e-4	646.14	-0.0792643	646.14	2.10671e-4	646.14	-0.119914	646.14	8.04829e-4
646.24	-0.0461018	646.24	2.70069e-3	646.24	6.87671e-3	646.24	1.50701e-3	646.24	-0.0506184	646.24	8.02905e-4	646.24	9.80639e-3	646.24	4.145e-4	646.24	-0.076009	646.24	2.10167e-4	646.24	-0.116658	646.24	8.02905e-4
646.34	-0.0500081	646.34	2.69423e-3	646.34	8.82983e-3	646.34	1.5034e-3	646.34	-0.0545247	646.34	8.00986e-4	646.34	9.80639e-3	646.34	4.13509e-4	646.34	-0.0799153	646.34	2.09665e-4	646.34	-0.120565	646.34	8.00986e-4
646.44	-0.0558683	646.44	2.68779e-3	646.44	0.0127352	646.44	1.49981e-3	646.44	-0.0506192	646.44	7.9907e-4	646.44	9.80639e-3	646.44	4.12521e-4	646.44	-0.0760099	646.44	2.09164e-4	646.44	-0.116658	646.44	7.99071e-4
646.54	-0.0474023	646.54	2.68136e-3	646.54	0.0114356	646.54	1.49622e-3	646.54	-0.0519189	646.54	7.97159e-4	646.54	8.50511e-3	646.54	4.11533e-4	646.54	-0.0734032	646.54	2.08663e-4	646.54	-0.11796	646.54	7.97158e-4
646.64	-0.0558674	646.64	2.67495e-3	646.64	0.0127361	646.64	1.49264e-3	646.64	-0.0506184	646.64	7.95253e-4	646.64	9.80639e-3	646.64	4.10549e-4	646.64	-0.0701497	646.64	2.08164e-4	646.64	-0.116658	646.64	7.95253e-4
646.74	-0.0578206	646.74	2.66855e-3	646.74	6.87671e-3	646.74	1.48908e-3	646.74	-0.0479329	646.74	7.93351e-4	646.74	7.85327e-3	646.74	4.09568e-4	646.74	-0.0740559	646.74	2.07667e-4	646.74	-0.118612	646.74	7.93351e-4
646.84	-0.0571696	646.84	2.66217e-3	646.84	1.66833e-3	646.84	1.48552e-3	646.84	-0.0499674	646.84	7.91455e-4	646.84	8.50427e-3	646.84	4.08589e-4	646.84	-0.0675455	646.84	2.0717e-4	646.84	-0.117961	646.84	7.91455e-4
646.94	-0.0591207	646.94	2.6558e-3	646.94	-0.0100484	646.94	1.48196e-3	646.94	-0.0519185	646.94	7.89562e-4	646.94	6.55115e-3	646.94	4.07612e-4	646.94	-0.059731	646.94	2.06675e-4	646.94	-0.119914	646.94	7.89563e-4
647.04	-0.0558695	647.04	2.64946e-3	647.04	-6.79719e-3	647.04	1.47842e-3	647.04	-0.0486673	647.04	7.87674e-4	647.04	9.80639e-3	647.04	4.06637e-4	647.04	-0.0662454	647.04	2.06181e-4	647.04	-0.116658	647.04	7.87673e-4
647.14	-0.0571696	647.14	2.64312e-3	647.14	-8.09729e-3	647.14	1.47488e-3	647.14	-0.0499674	647.14	7.8579e-4	647.14	4.59802e-3	647.14	4.05665e-4	647.14	-0.0577799	647.14	2.05688e-4	647.14	-0.117961	647.14	7.8579e-4
647.24	-0.0578206	647.24	2.6368e-3	647.24	-8.74829e-3	647.24	1.47136e-3	647.24	-0.0564778	647.24	7.83912e-4	647.24	-1.91236e-3	647.24	4.04695e-4	647.24	-0.0681965	647.24	2.05196e-4	647.24	-0.118612	647.24	7.83912e-4
647.34	-0.0571696	647.34	2.6305e-3	647.34	-8.09729e-3	647.34	1.46784e-3	647.34	-0.0499674	647.34	7.82038e-4	647.34	-1.26135e-3	647.34	4.03727e-4	647.34	-0.0675455	647.34	2.04705e-4	647.34	-0.127726	647.34	7.82038e-4
647.44	-0.061079	647.44	2.6242e-3	647.44	-8.10051e-3	647.44	1.46433e-3	647.44	-0.0499706	647.44	7.80167e-4	647.44	-0.011027	647.44	4.02762e-4	647.44	-0.0675488	647.44	2.04216e-4	647.44	-0.127726	647.44	7.80168e-4
647.54	-0.0682321	647.54	2.61793e-3	647.54	-0.0133004	647.54	1.46083e-3	647.54	-0.0551705	647.54	7.78302e-4	647.54	-0.0162333	647.54	4.01798e-4	647.54	-0.0727487	647.54	2.03727e-4	647.54	-0.132933	647.54	7.78301e-4
647.64	-0.0558674	647.64	2.61167e-3	647.64	-6.79517e-3	647.64	1.45733e-3	647.64	-0.0486653	647.64	7.7644e-4	647.64	-9.72486e-3	647.64	4.00838e-4	647.64	-0.0662434	647.64	2.0324e-4	647.64	-0.126424	647.64	7.7644e-4
647.74	-0.0623779	647.74	2.60543e-3	647.74	-3.54004e-3	647.74	1.45385e-3	647.74	-0.0493164	647.74	7.74584e-4	647.74	-2.56348e-3	647.74	3.99879e-4	647.74	-0.0688477	647.74	2.02754e-4	647.74	-0.123169	647.74	7.74584e-4
647.84	-0.0623779	647.84	2.5992e-3	647.84	-0.0133057	647.84	1.45038e-3	647.84	-0.0512695	647.84	7.72733e-4	647.84	3.2959e-3	647.84	3.98924e-4	647.84	-0.0629883	647.84	2.0227e-4	647.84	-0.11853	647.84	7.72733e-4
647.94	-0.0623807	647.94	2.59298e-3	647.94	-9.40216e-3	647.94	1.44691e-3	647.94	-0.0493191	647.94	7.70884e-4	647.94	3.2959e-3	647.94	3.9797e-4	647.94	-0.062991	647.94	2.01786e-4	647.94	-0.116089	647.94	7.70885e-4
648.04	-0.0669333	648.04	2.58678e-3	648.04	-8.09538e-3	648.04	1.44345e-3	648.04	-0.0558249	648.04	7.69041e-4	648.04	-1.26219e-3	648.04	3.97017e-4	648.04	-0.0675436	648.04	2.01303e-4	648.04	-0.127727	648.04	7.6904e-4
648.14	-0.0636799	648.14	2.58059e-3	648.14	-4.84204e-3	648.14	1.43999e-3	648.14	-0.0467122	648.14	7.67202e-4	648.14	1.99389e-3	648.14	3.96068e-4	648.14	-0.0642903	648.14	2.00822e-4	648.14	-0.119832	648.14	7.67202e-4
648.24	-0.0643311	648.24	2.57442e-3	648.24	-5.49316e-3	648.24	1.43655e-3	648.24	-0.0473633	648.24	7.65368e-4	648.24	1.34277e-3	648.24	3.95121e-4	648.24	-0.0649414	648.24	2.00342e-4	648.24	-0.123169	648.24	7.65368e-4
648.34	-0.0584717	648.34	2.56827e-3	648.34	-3.54004e-3	648.34	1.43312e-3	648.34	-0.0454102	648.34	7.63538e-4	648.34	-6.46973e-3	648.34	3.94177e-4	648.34	-0.0629883	648.34	1.99863e-4	648.34	-0.121216	648.34	7.63538e-4
648.44	-0.0539155	648.44	2.56213e-3	648.44	-4.84324e-3	648.44	1.42969e-3	648.44	-0.0467134	648.44	7.61712e-4	648.44	-7.77173e-3	648.44	3.93235e-4	648.44	-0.0642915	648.44	1.99385e-4	648.44	-0.127156	648.44	7.61713e-4
648.54	-0.0461006	648.54	2.556e-3	648.54	-6.79398e-3	648.54	1.42627e-3	648.54	-0.0486641	648.54	7.59891e-4	648.54	-5.81861e-3	648.54	3.92293e-4	648.54	-0.062336	648.54	1.98908e-4	648.54	-0.13619	648.54	7.5989e-4
648.64	-0.0461018	648.64	2.54989e-3	648.64	-6.79517e-3	648.64	1.42286e-3	648.64	-0.0486653	648.64	7.58073e-4	648.64	4.07696e-5	648.64	3.91356e-4	648.64	-0.0564778	648.64	1.98432e-4	648.64	-0.13619	648.64	7.58073e-4
648.74	-0.0526123	648.74	2.54379e-3	648.74	-3.54004e-3	648.74	1.41946e-3	648.74	-0.0454102	648.74	7.56261e-4	648.74	3.2959e-3	648.74	3.9042e-4	648.74	-0.0532227	648.74	1.97958e-4	648.74	-0.1427	648.74	7.56261e-4
648.84	-0.0526123	648.84	2.53771e-3	648.84	-3.54004e-3	648.84	1.41607e-3	648.84	-0.0454102	648.84	7.54453e-4	648.84	3.2959e-3	648.84	3.89487e-4	648.84	-0.0532227	648.84	1.97485e-4	648.84	-0.138062	648.84	7.54453e-4
648.94	-0.0526131	648.94	2.53164e-3	648.94	-3.54087e-3	648.94	1.41268e-3	648.94	-0.045411	648.94	7.52648e-4	648.94	3.2959e-3	648.94	3.88556e-4	648.94	-0.0532235	648.94	1.97012e-4	648.94	-0.130981	648.94	7.52649e-4
649.04	-0.0539147	649.04	2.52559e-3	649.04	-2.03729e-4	649.04	1.4093e-3	649.04	-0.0564781	649.04	7.50849e-4	649.04	1.9927e-3	649.04	3.87626e-4	649.04	-0.054525	649.04	1.96541e-4	649.04	-0.132285	649.04	7.50848e-4
649.14	-0.0558674	649.14	2.51955e-3	649.14	4.92358e-3	649.14	1.40593e-3	649.14	-0.0584309	649.14	7.49053e-4	649.14	4.07696e-5	649.14	3.86699e-4	649.14	-0.0564778	649.14	1.96071e-4	649.14	-0.134237	649.14	7.49053e-4
649.24	-0.0571696	649.24	2.51352e-3	649.24	3.62146e-3	649.24	1.40257e-3	649.24	-0.059733	649.24	7.47262e-4	649.24	-0.011027	649.24	3.85775e-4	649.24	-0.0675455	649.24	1.95603e-4	649.24	-0.135539	649.24	7.47262e-4
649.34	-0.0606689	649.34	2.50752e-3	649.34	1.2207e-4	649.34	1.39922e-3	649.34	-0.0632324	649.34	7.45476e-4	649.34	-0.0145264	649.34	3.84852e-4	649.34	-0.0710449	649.34	1.95135e-4	649.34	-0.135132	649.34	7.45476e-4
649.44	-0.0695393	649.44	2.50152e-3	649.44	1.01733e-3	649.44	1.39587e-3	649.44	-0.0623372	649.44	7.43693e-4	649.44	-0.0136311	649.44	3.83932e-4	649.44	-0.0701497	649.44	1.94668e-4	649.44	-0.128377	649.44	7.43694e-4
649.54	-0.0649006	649.54	2.49554e-3	649.54	1.01733e-3	649.54	1.39253e-3	649.54	-0.0623372	649.54	7.41915e-4	649.54	-0.0136311	649.54	3.83013e-4	649.54	-0.0701497	649.54	1.94203e-4	649.54	-0.128377	649.54	7.41914e-4
649.64	-0.0578206	649.64	2.48957e-3	649.64	1.01733e-3	649.64	1.3892e-3	649.64	-0.0486653	649.64	7.4014e-4	649.64	-0.0136311	649.64	3.82098e-4	649.64	-0.0701497	649.64	1.93738e-4	649.64	-0.128377	649.64	7.4014e-4
649.74	-0.0578206	649.74	2.48362e-3	649.74	1.01733e-3	649.74	1.38588e-3	649.74	-0.0428059	649.74	7.38371e-4	649.74	-0.0136311	649.74	3.81184e-4	649.74	-0.0701497	649.74	1.93275e-4	649.74	-0.138143	649.74	7.38371e-4
649.84	-0.0675862	649.84	2.47768e-3	649.84	1.01733e-3	649.84	1.38257e-3	649.84	-0.0525715	649.84	7.36606e-4	649.84	-0.0136311	649.84	3.80273e-4	649.84	-0.0662434	649.84	1.92813e-4	649.84	-0.128377	649.84	7.36606e-4
649.94	-0.0688922	649.94	2.47175e-3	649.94	-2.88725e-4	649.94	1.37926e-3	649.94	-0.0538776	649.94	7.34844e-4	649.94	-0.0149332	649.94	3.79364e-4	649.94	-0.0616901	649.94	1.92352e-4	649.94	-0.139445	649.94	7.34845e-4
650.04	-0.0753932	650.04	2.46584e-3	650.04	-6.78968e-3	650.04	1.37596e-3	650.04	-0.0603786	650.04	7.33087e-4	650.04	-0.0214421	650.04	3.78456e-4	650.04	-0.0681911	650.04	1.91892e-4	650.04	-0.145954	650.04	7.33086e-4
650.14	-0.0727946	650.14	2.45995e-3	650.14	-8.82971e-3	650.14	1.37267e-3	650.14	-0.0577799	650.14	7.31334e-4	650.14	-0.0286051	650.14	3.77551e-4	650.14	-0.0655924	650.14	1.91433e-4	650.14	-0.139445	650.14	7.31334e-4
650.24	-0.0708414	650.24	2.45407e-3	650.24	-9.31799e-3	650.24	1.36939e-3	650.24	-0.0460612	650.24	7.29585e-4	650.24	-0.026652	650.24	3.76649e-4	650.24	-0.0636393	650.24	1.90975e-4	650.24	-0.131632	650.24	7.29585e-4
650.34	-0.0708414	650.34	2.4482e-3	650.34	-2.23792e-3	650.34	1.36612e-3	650.34	-0.0558268	650.34	7.27841e-4	650.34	-0.026652	650.34	3.75748e-4	650.34	-0.0636393	650.34	1.90519e-4	650.34	-0.131632	650.34	7.27841e-4
650.44	-0.0675862	650.44	2.44234e-3	650.44	1.01733e-3	650.44	1.36285e-3	650.44	-0.0564778	650.44	7.261e-4	650.44	-0.0233967	650.44	3.7485e-4	650.44	-0.060384	650.44	1.90063e-4	650.44	-0.128377	650.44	7.26101e-4
650.54	-0.0675843	650.54	2.4365e-3	650.54	1.01924e-3	650.54	1.35959e-3	650.54	-0.0623353	650.54	7.24365e-4	650.54	-0.0233948	650.54	3.73953e-4	650.54	-0.0603821	650.54	1.89609e-4	650.54	-0.124469	650.54	7.24364e-4
650.64	-0.0643311	650.64	2.43068e-3	650.64	4.27246e-3	650.64	1.35634e-3	650.64	-0.0688477	650.64	7.22632e-4	650.64	-0.0201416	650.64	3.73059e-4	650.64	-0.0668945	650.64	1.89155e-4	650.64	-0.115356	650.64	7.22632e-4
650.74	-0.0643311	650.74	2.42487e-3	650.74	4.27246e-3	650.74	1.3531e-3	650.74	-0.0688477	650.74	7.20904e-4	650.74	-0.0201416	650.74	3.72167e-4	650.74	-0.0668945	650.74	1.88703e-4	650.74	-0.115356	650.74	7.20904e-4
650.84	-0.0610758	650.84	2.41907e-3	650.84	7.52771e-3	650.84	1.34986e-3	650.84	-0.0655924	650.84	7.19181e-4	650.84	-0.026652	650.84	3.71278e-4	650.84	-0.0636393	650.84	1.88252e-4	650.84	-0.121867	650.84	7.19181e-4
650.94	-0.0623791	650.94	2.41328e-3	650.94	6.22439e-3	650.94	1.34663e-3	650.94	-0.0668957	650.94	7.17461e-4	650.94	-0.0279541	650.94	3.7039e-4	650.94	-0.0649426	650.94	1.87802e-4	650.94	-0.123169	650.94	7.17462e-4
651.04	-0.0643306	651.04	2.40751e-3	651.04	4.27294e-3	651.04	1.34341e-3	651.04	-0.0590816	651.04	7.15746e-4	651.04	-0.0260017	651.04	3.69503e-4	651.04	-0.0668941	651.04	1.87353e-4	651.04	-0.125123	651.04	7.15745e-4
651.14	-0.0656331	651.14	2.40175e-3	651.14	2.97046e-3	651.14	1.3402e-3	651.14	-0.060384	651.14	7.14034e-4	651.14	-0.0351155	651.14	3.6862e-4	651.14	-0.0681965	651.14	1.86905e-4	651.14	-0.126424	651.14	7.14034e-4
651.24	-0.0727946	651.24	2.39601e-3	651.24	5.57458e-3	651.24	1.337e-3	651.24	-0.0675455	651.24	7.12327e-4	651.24	-0.0383707	651.24	3.67739e-4	651.24	-0.0655924	651.24	1.86458e-4	651.24	-0.12382	651.24	7.12327e-4
651.34	-0.0669352	651.34	2.39029e-3	651.34	7.52771e-3	651.34	1.3338e-3	651.34	-0.0558268	651.34	7.10624e-4	651.34	-0.026652	651.34	3.6686e-4	651.34	-0.0636393	651.34	1.86012e-4	651.34	-0.127726	651.34	7.10624e-4
651.44	-0.0656351	651.44	2.38457e-3	651.44	6.87468e-3	651.44	1.33061e-3	651.44	-0.0662454	651.44	7.08924e-4	651.44	-0.0370691	651.44	3.65983e-4	651.44	-0.0642923	651.44	1.85567e-4	651.44	-0.122518	651.44	7.08925e-4
651.54	-0.0701889	651.54	2.37887e-3	651.54	4.27401e-3	651.54	1.32743e-3	651.54	-0.0727524	651.54	7.07229e-4	651.54	-0.0357666	651.54	3.65107e-4	651.54	-0.066893	651.54	1.85124e-4	651.54	-0.125122	651.54	7.07228e-4
651.64	-0.0643311	651.64	2.37318e-3	651.64	4.27246e-3	651.64	1.32425e-3	651.64	-0.0786133	651.64	7.05538e-4	651.64	-0.0338135	651.64	3.64234e-4	651.64	-0.0668945	651.64	1.84681e-4	651.64	-0.125122	651.64	7.05538e-4
651.74	-0.0643311	651.74	2.3675e-3	651.74	4.27246e-3	651.74	1.32109e-3	651.74	-0.0786133	651.74	7.03851e-4	651.74	-0.0396729	651.74	3.63363e-4	651.74	-0.0668945	651.74	1.84239e-4	651.74	-0.125122	651.74	7.03851e-4
651.84	-0.0643311	651.84	2.36184e-3	651.84	4.27246e-3	651.84	1.31793e-3	651.84	-0.0786133	651.84	7.02168e-4	651.84	-0.0396729	651.84	3.62495e-4	651.84	-0.0668945	651.84	1.83799e-4	651.84	-0.121216	651.84	7.02168e-4
651.94	-0.0643275	651.94	2.35619e-3	651.94	4.27604e-3	651.94	1.31478e-3	651.94	-0.0786097	651.94	7.00489e-4	651.94	-0.0396729	651.94	3.61628e-4	651.94	-0.066891	651.94	1.83359e-4	651.94	-0.115356	651.94	7.0049e-4
652.04	-0.0701947	652.04	2.35056e-3	652.04	0.0101275	652.04	1.31163e-3	652.04	-0.0727582	652.04	6.98814e-4	652.04	-0.0338142	652.04	3.60763e-4	652.04	-0.0610394	652.04	1.82921e-4	652.04	-0.119263	652.04	6.98813e-4
652.14	-0.0695393	652.14	2.34494e-3	652.14	0.010783	652.14	1.3085e-3	652.14	-0.0681965	652.14	6.97143e-4	652.14	-0.0331624	652.14	3.599e-4	652.14	-0.060384	652.14	1.82483e-4	652.14	-0.118612	652.14	6.97143e-4
652.24	-0.0669352	652.24	2.33933e-3	652.24	9.48083e-3	652.24	1.30537e-3	652.24	-0.0636393	652.24	6.95476e-4	652.24	-0.0344645	652.24	3.5904e-4	652.24	-0.0577799	652.24	1.82047e-4	652.24	-0.119914	652.24	6.95476e-4
652.34	-0.0643311	652.34	2.33374e-3	652.34	-3.54004e-3	652.34	1.30225e-3	652.34	-0.0668945	652.34	6.93814e-4	652.34	-0.0377197	652.34	3.58182e-4	652.34	-0.059082	652.34	1.81612e-4	652.34	-0.113403	652.34	6.93814e-4
652.44	-0.0643362	652.44	2.32816e-3	652.44	-3.54517e-3	652.44	1.29913e-3	652.44	-0.0668997	652.44	6.92154e-4	652.44	-0.0377216	652.44	3.57325e-4	652.44	-0.0610403	652.44	1.81177e-4	652.44	-0.123171	652.44	6.92155e-4
652.54	-0.0695361	652.54	2.32259e-3	652.54	1.02055e-3	652.54	1.29603e-3	652.54	-0.0818652	652.54	6.90499e-4	652.54	-0.042928	652.54	3.5647e-4	652.54	-0.0642871	652.54	1.80744e-4	652.54	-0.128377	652.54	6.90498e-4
652.64	-0.0695393	652.64	2.31704e-3	652.64	1.01733e-3	652.64	1.29293e-3	652.64	-0.0818684	652.64	6.88848e-4	652.64	-0.042928	652.64	3.55618e-4	652.64	-0.0662434	652.64	1.80312e-4	652.64	-0.124471	652.64	6.88848e-4
652.74	-0.0695393	652.74	2.3115e-3	652.74	4.92358e-3	652.74	1.28984e-3	652.74	-0.0818684	652.74	6.87201e-4	652.74	-0.042928	652.74	3.54768e-4	652.74	-0.060384	652.74	1.79881e-4	652.74	-0.118612	652.74	6.87201e-4
652.84	-0.0714924	652.84	2.30597e-3	652.84	-9.35793e-4	652.84	1.28675e-3	652.84	-0.0877278	652.84	6.85558e-4	652.84	-0.0565999	652.84	3.5392e-4	652.84	-0.0721028	652.84	1.79451e-4	652.84	-0.120565	652.84	6.85558e-4
652.94	-0.0734491	652.94	2.30046e-3	652.94	6.87313e-3	652.94	1.28368e-3	652.94	-0.0857782	652.94	6.83918e-4	652.94	-0.0487897	652.94	3.53074e-4	652.94	-0.0642939	652.94	1.79022e-4	652.94	-0.112755	652.94	6.83919e-4
653.04	-0.0753975	653.04	2.29496e-3	653.04	0.0146904	653.04	1.28061e-3	653.04	-0.0974922	653.04	6.82283e-4	653.04	-0.0507405	653.04	3.52229e-4	653.04	-0.0662422	653.04	1.78594e-4	653.04	-0.114705	653.04	6.82282e-4
653.14	-0.0767008	653.14	2.28947e-3	653.14	0.0133871	653.14	1.27754e-3	653.14	-0.0987955	653.14	6.80651e-4	653.14	-0.0520426	653.14	3.51387e-4	653.14	-0.0675455	653.14	1.78166e-4	653.14	-0.116007	653.14	6.80651e-4
653.24	-0.0773518	653.24	2.284e-3	653.24	0.0127361	653.24	1.27449e-3	653.24	-0.0994465	653.24	6.79024e-4	653.24	-0.0487874	653.24	3.50547e-4	653.24	-0.0681965	653.24	1.77741e-4	653.24	-0.116658	653.24	6.79024e-4
653.34	-0.0767008	653.34	2.27854e-3	653.34	3.62146e-3	653.34	1.27144e-3	653.34	-0.0948893	653.34	6.77401e-4	653.34	-0.042277	653.34	3.49709e-4	653.34	-0.0675455	653.34	1.77316e-4	653.34	-0.116007	653.34	6.77401e-4
653.44	-0.0773498	653.44	2.27309e-3	653.44	2.97248e-3	653.44	1.2684e-3	653.44	-0.0896789	653.44	6.75781e-4	653.44	-0.042928	653.44	3.48873e-4	653.44	-0.0779601	653.44	1.76892e-4	653.44	-0.116658	653.44	6.75782e-4
653.54	-0.0838643	653.54	2.26765e-3	653.54	0.0101298	653.54	1.26537e-3	653.54	-0.0864278	653.54	6.74165e-4	653.54	-0.0396729	653.54	3.48038e-4	653.54	-0.0649434	653.54	1.76469e-4	653.54	-0.113403	653.54	6.74164e-4
653.64	-0.0819092	653.64	2.26223e-3	653.64	0.0179443	653.64	1.26234e-3	653.64	-0.0844727	653.64	6.72552e-4	653.64	-0.0377197	653.64	3.47206e-4	653.64	-0.0727539	653.64	1.76047e-4	653.64	-0.123169	653.64	6.72552e-4
653.74	-0.0780029	653.74	2.25682e-3	653.74	0.0179443	653.74	1.25933e-3	653.74	-0.0844727	653.74	6.70945e-4	653.74	-0.0377197	653.74	3.46376e-4	653.74	-0.0727539	653.74	1.75626e-4	653.74	-0.119263	653.74	6.70945e-4
653.84	-0.0636799	653.84	2.25142e-3	653.84	0.0166423	653.84	1.25631e-3	653.84	-0.0955403	653.84	6.69341e-4	653.84	-0.0390217	653.84	3.45547e-4	653.84	-0.0740559	653.84	1.75206e-4	653.84	-0.114705	653.84	6.69341e-4
653.94	-0.078648	653.94	2.24604e-3	653.94	0.0114399	653.94	1.25331e-3	653.94	-0.100743	653.94	6.6774e-4	653.94	-0.0442281	653.94	3.44721e-4	653.94	-0.0792583	653.94	1.74787e-4	653.94	-0.119912	653.94	6.67741e-4
654.04	-0.0721475	654.04	2.24067e-3	654.04	6.22165e-3	654.04	1.25031e-3	654.04	-0.090336	654.04	6.66143e-4	654.04	-0.0377197	654.04	3.43896e-4	654.04	-0.0727578	654.04	1.74369e-4	654.04	-0.113403	654.04	6.66142e-4
654.14	-0.0636799	654.14	2.23531e-3	654.14	4.92358e-3	654.14	1.24732e-3	654.14	-0.0857747	654.14	6.6455e-4	654.14	-0.0390217	654.14	3.43074e-4	654.14	-0.0857747	654.14	1.73952e-4	654.14	-0.114705	654.14	6.6455e-4
654.24	-0.0753987	654.24	2.22997e-3	654.24	2.97046e-3	654.24	1.24434e-3	654.24	-0.0818684	654.24	6.62961e-4	654.24	-0.0409749	654.24	3.42254e-4	654.24	-0.0877278	654.24	1.73536e-4	654.24	-0.126424	654.24	6.62961e-4
654.34	-0.0786539	654.34	2.22464e-3	654.34	-2.84791e-4	654.34	1.24137e-3	654.34	-0.100749	654.34	6.61377e-4	654.34	-0.0442301	654.34	3.41436e-4	654.34	-0.090983	654.34	1.73121e-4	654.34	-0.129679	654.34	6.61377e-4
654.44	-0.0766981	654.44	2.21931e-3	654.44	5.57733e-3	654.44	1.2384e-3	654.44	-0.0948865	654.44	6.59795e-4	654.44	-0.042277	654.44	3.4062e-4	654.44	-0.0890272	654.44	1.72707e-4	654.44	-0.127726	654.44	6.59796e-4
654.54	-0.0760525	654.54	2.21401e-3	654.54	0.0159885	654.54	1.23544e-3	654.54	-0.0844754	654.54	6.58217e-4	654.54	-0.0377197	654.54	3.39804e-4	654.54	-0.0844754	654.54	1.72294e-4	654.54	-0.11853	654.54	6.58216e-4
654.64	-0.0806071	654.64	2.20871e-3	654.64	7.52771e-3	654.64	1.23248e-3	654.64	-0.0831705	654.64	6.56643e-4	654.64	-0.0364176	654.64	3.38992e-4	654.64	-0.0831705	654.64	1.71882e-4	654.64	-0.110148	654.64	6.56643e-4
654.74	-0.0871174	654.74	2.20343e-3	654.74	6.87671e-3	654.74	1.22954e-3	654.74	-0.0838215	654.74	6.55073e-4	654.74	-0.0370686	654.74	3.38182e-4	654.74	-0.0799153	654.74	1.71471e-4	654.74	-0.101033	654.74	6.55073e-4
654.84	-0.0851643	654.84	2.19816e-3	654.84	2.97046e-3	654.84	1.2266e-3	654.84	-0.0877278	654.84	6.53507e-4	654.84	-0.0370686	654.84	3.37373e-4	654.84	-0.091634	654.84	1.71061e-4	654.84	-0.10494	654.84	6.53507e-4
654.94	-0.0753987	654.94	2.19291e-3	654.94	2.97046e-3	654.94	1.22366e-3	654.94	-0.0877278	654.94	6.51944e-4	654.94	-0.0312092	654.94	3.36567e-4	654.94	-0.0974934	654.94	1.70652e-4	654.94	-0.114705	654.94	6.51945e-4
655.04	-0.0753956	655.04	2.18766e-3	655.04	2.97356e-3	655.04	1.22074e-3	655.04	-0.0994434	655.04	6.50385e-4	655.04	-0.0312061	655.04	3.35761e-4	655.04	-0.0935841	655.04	1.70244e-4	655.04	-0.114702	655.04	6.50384e-4
655.14	-0.0767008	655.14	2.18243e-3	655.14	0.011434	655.14	1.21782e-3	655.14	-0.090983	655.14	6.4883e-4	655.14	-0.0325114	655.14	3.34959e-4	655.14	-0.0792643	655.14	1.69837e-4	655.14	-0.106242	655.14	6.4883e-4
655.24	-0.0760498	655.24	2.17721e-3	655.24	0.012085	655.24	1.21491e-3	655.24	-0.090332	655.24	6.47279e-4	655.24	-0.0318604	655.24	3.34158e-4	655.24	-0.0883789	655.24	1.69431e-4	655.24	-0.105591	655.24	6.47279e-4
655.34	-0.0851643	655.34	2.17201e-3	655.34	-9.35793e-4	655.34	1.212e-3	655.34	-0.0994465	655.34	6.45731e-4	655.34	-0.0409749	655.34	3.33359e-4	655.34	-0.0974934	655.34	1.69026e-4	655.34	-0.119344	655.34	6.45731e-4
655.44	-0.081906	655.44	2.16681e-3	655.44	-3.53682e-3	655.44	1.2091e-3	655.44	-0.0922819	655.44	6.44187e-4	655.44	-0.0377197	655.44	3.32562e-4	655.44	-0.0942351	655.44	1.68622e-4	655.44	-0.11853	655.44	6.44188e-4
655.54	-0.0767037	655.54	2.16163e-3	655.54	-8.10015e-3	655.54	1.20621e-3	655.54	-0.0812203	655.54	6.42647e-4	655.54	-0.032511	655.54	3.31766e-4	655.54	-0.0890328	655.54	1.68218e-4	655.54	-0.11088	655.54	6.42646e-4
655.64	-0.0760498	655.64	2.15646e-3	655.64	-3.54004e-3	655.64	1.20333e-3	655.64	-0.0805664	655.64	6.4111e-4	655.64	-0.0318604	655.64	3.30973e-4	655.64	-0.0883789	655.64	1.67816e-4	655.64	-0.112671	655.64	6.4111e-4
